ChargeCategory,ContractId,PricingCurrency,PricingCurrencyCategory,PricingRegionId,PricingServiceName,PricingUnit,PurchaseDurationType,PurchasePaymentModel,QuantityTierMaximum,QuantityTierMinimum,ServiceProviderName,SkuId,SkuPriceCreated,SkuPriceDescription,SkuPriceEffectiveEnd,SkuPriceEffectiveStart,SkuPriceEligibility,SkuPriceId,SkuPriceLastUpdated,UnitPrice,x_EffectiveUnitPrice
Usage,,USD,Payable,us-east-1,Aura Web Compute,Hours,,,,0,Aura Web,AURAWEB-COMPUTE-VM-BURST-2X8,2025-12-18T16:40:00Z,"Burstable VM 2 vCPU 8 GB, Linux, on-demand",2027-01-01T00:00:00Z,,"{""IsGlobalScope"":true}",AURAWEB-USEAST1-COMPUTE-ONDEMAND-BURST,2026-07-15T10:22:00Z,0.096000,
Usage,,USD,Payable,us-east-1,Aura Web Compute,Hours,,,,0,Aura Web,AURAWEB-COMPUTE-VM-BURST-2X8,2026-07-15T10:22:00Z,"Burstable VM 2 vCPU 8 GB, Linux, on-demand",,2027-01-01T00:00:00Z,"{""IsGlobalScope"":true}",AURAWEB-USEAST1-COMPUTE-ONDEMAND-BURST,2026-07-15T10:22:00Z,0.088000,
Usage,,USD,Payable,us-east-1,Aura Web Compute,Hours,,,,0,Aura Web,AURAWEB-COMPUTE-VM-SHARED-1X2,2024-01-15T00:00:00Z,"Shared-core VM 1 vCPU 2 GB, Linux, on-demand",,,"{""IsGlobalScope"":true}",AURAWEB-USEAST1-COMPUTE-ONDEMAND-SHARED,2024-01-15T00:00:00Z,0.012000,
Purchase,,USD,Payable,us-east-1,Aura Web Compute,Units,1 Year,All Upfront,,0,Aura Web,AURAWEB-COMPUTE-RESERVATION-VM-STD,2025-12-18T16:40:00Z,"1-year Standard VM 8 vCPU 32 GB reservation, All Upfront commitment purchase",,2026-01-01T00:00:00Z,"{""IsGlobalScope"":true}",AURAWEB-COMPUTE-RESERVATION-VM-STD-1YR-ALL-UPFRONT,2025-12-18T16:40:00Z,1893.600000,0.000000
Purchase,,USD,Payable,us-east-1,Aura Web Compute,Units,1 Year,Partial Upfront,,0,Aura Web,AURAWEB-COMPUTE-RESERVATION-VM-STD,2025-12-18T16:40:00Z,"1-year Standard VM 8 vCPU 32 GB reservation, Partial Upfront commitment purchase",,2026-01-01T00:00:00Z,"{""IsGlobalScope"":true}",AURAWEB-COMPUTE-RESERVATION-VM-STD-1YR-PARTIAL-UPFRONT,2025-12-18T16:40:00Z,1998.800000,0.000000
Purchase,,USD,Payable,us-east-1,Aura Web Compute,Units,1 Year,No Upfront,,0,Aura Web,AURAWEB-COMPUTE-RESERVATION-VM-STD,2025-12-18T16:40:00Z,"1-year Standard VM 8 vCPU 32 GB reservation, No Upfront commitment purchase",,2026-01-01T00:00:00Z,"{""IsGlobalScope"":true}",AURAWEB-COMPUTE-RESERVATION-VM-STD-1YR-NO-UPFRONT,2025-12-18T16:40:00Z,2104.000000,0.000000
Purchase,,USD,Payable,us-east-1,Aura Web Compute,USD,1 Year,All Upfront,,0,Aura Web,AURAWEB-COMMITMENT-FLEXSPEND,2025-12-18T16:40:00Z,"1-year flexible spend plan, All Upfront commitment purchase",,2026-01-01T00:00:00Z,"{""IsGlobalScope"":true}",AURAWEB-COMMITMENT-FLEXSPEND-1YR-ALL-UPFRONT,2025-12-18T16:40:00Z,0.900000,0.000000
Purchase,,USD,Payable,us-east-1,Aura Web Compute,USD,1 Year,Partial Upfront,,0,Aura Web,AURAWEB-COMMITMENT-FLEXSPEND,2025-12-18T16:40:00Z,"1-year flexible spend plan, Partial Upfront commitment purchase",,2026-01-01T00:00:00Z,"{""IsGlobalScope"":true}",AURAWEB-COMMITMENT-FLEXSPEND-1YR-PARTIAL-UPFRONT,2025-12-18T16:40:00Z,0.950000,0.000000
Purchase,,USD,Payable,us-east-1,Aura Web Compute,USD,1 Year,No Upfront,,0,Aura Web,AURAWEB-COMMITMENT-FLEXSPEND,2025-12-18T16:40:00Z,"1-year flexible spend plan, No Upfront commitment purchase",,2026-01-01T00:00:00Z,"{""IsGlobalScope"":true}",AURAWEB-COMMITMENT-FLEXSPEND-1YR-NO-UPFRONT,2025-12-18T16:40:00Z,1.000000,0.000000
Usage,,USD,Payable,us-east-1,Aura Web Object Storage,GB-Months,,,51200,0,Aura Web,AURAWEB-STORAGE-OBJECT-STD,2025-12-18T16:40:00Z,"Object storage, standard tier",,2026-01-01T00:00:00Z,"{""IsGlobalScope"":true}",AURAWEB-USEAST1-STORAGE-OBJECT-STANDARD,2025-12-18T16:40:00Z,0.023000,
Usage,,USD,Payable,us-east-1,Aura Web Object Storage,GB-Months,,,512000,51200,Aura Web,AURAWEB-STORAGE-OBJECT-STD,2025-12-18T16:40:00Z,"Object storage, standard tier",,2026-01-01T00:00:00Z,"{""IsGlobalScope"":true}",AURAWEB-USEAST1-STORAGE-OBJECT-STANDARD,2025-12-18T16:40:00Z,0.022000,
Usage,,USD,Payable,us-east-1,Aura Web Object Storage,GB-Months,,,,512000,Aura Web,AURAWEB-STORAGE-OBJECT-STD,2025-12-18T16:40:00Z,"Object storage, standard tier",,2026-01-01T00:00:00Z,"{""IsGlobalScope"":true}",AURAWEB-USEAST1-STORAGE-OBJECT-STANDARD,2025-12-18T16:40:00Z,0.021000,
Usage,auraweb:contract::ACCT-123456789012:agreements/ctr-7f3a91b2c4d5,USD,Payable,us-east-1,Aura Web Object Storage,GB-Months,,,512000,51200,Aura Web,AURAWEB-STORAGE-OBJECT-STD,2026-01-05T11:03:00Z,"Object storage, standard tier, negotiated rate",,2026-01-01T00:00:00Z,"{""IsGlobalScope"":false,""InclusionOperator"":""Or"",""Inclusions"":[{""Dimension"":""BillingAccountId"",""Operator"":""In"",""Values"":[""ACCT-123456789012"",""ACCT-210987654321""]}]}",AURAWEB-USEAST1-STORAGE-OBJECT-STANDARD,2026-01-05T11:03:00Z,0.018700,
Usage,,USD,Payable,us-east-1,Aura Web Object Storage,GB-Months,,,,0,Aura Web,AURAWEB-STORAGE-OBJECT-LEGACY,2024-03-04T08:15:00Z,"Object storage, legacy tier",2026-04-01T00:00:00Z,,"{""IsGlobalScope"":true}",AURAWEB-USEAST1-STORAGE-OBJECT-LEGACY,2026-03-20T13:05:00Z,0.030000,
Usage,,USD,Payable,us-east-1,Aura Web Object Storage,GB-Months,,,,0,Aura Web,AURAWEB-STORAGE-OBJECT-LEGACY,2026-03-20T13:05:00Z,"Object storage, legacy tier, final rate",2026-10-01T00:00:00Z,2026-04-01T00:00:00Z,"{""IsGlobalScope"":true}",AURAWEB-USEAST1-STORAGE-OBJECT-LEGACY,2026-06-11T09:30:00Z,0.028000,
Usage,,USD,Payable,us-east-1,Aura Web Database,Hours,,,,0,Aura Web,AURAWEB-DATABASE-MANAGED-STD,2024-06-01T00:00:00Z,"Managed database, standard instance, on-demand",2026-01-01T00:00:00Z,,"{""IsGlobalScope"":true}",AURAWEB-USEAST1-DATABASE-ONDEMAND,2025-12-15T00:00:00Z,0.500000,
Usage,,USD,Payable,us-east-1,Aura Web Database,Hours,,,,0,Aura Web,AURAWEB-DATABASE-MANAGED-STD,2025-12-15T00:00:00Z,"Managed database, standard instance, promotional rate",2026-04-01T00:00:00Z,2026-01-01T00:00:00Z,"{""IsGlobalScope"":true}",AURAWEB-USEAST1-DATABASE-ONDEMAND,2025-12-15T00:00:00Z,0.250000,
Usage,,USD,Payable,us-east-1,Aura Web Database,Hours,,,,0,Aura Web,AURAWEB-DATABASE-MANAGED-STD,2025-12-15T00:00:00Z,"Managed database, standard instance, on-demand",,2026-04-01T00:00:00Z,"{""IsGlobalScope"":true}",AURAWEB-USEAST1-DATABASE-ONDEMAND,2025-12-15T00:00:00Z,0.500000,
Usage,,Credit,Consumable,,Aura Web Analytics,GB,,,,0,Aura Web,AURAWEB-ANALYTICS-SCAN,2025-12-18T16:40:00Z,"Analytics data scanned, billed in Aura Web credits",,2026-01-01T00:00:00Z,"{""IsGlobalScope"":true}",AURAWEB-GLOBAL-ANALYTICS-SCAN-CREDITS,2025-12-18T16:40:00Z,4.000000,
Purchase,,USD,Payable,,Aura Web Platform,Credits,,All Upfront,,0,Aura Web,AURAWEB-PLATFORM-CREDITS,2025-12-18T16:40:00Z,"Aura Web credits, purchased balance, no expiration",,2026-01-01T00:00:00Z,"{""IsGlobalScope"":true}",AURAWEB-GLOBAL-CREDITS-PURCHASE,2025-12-18T16:40:00Z,0.010000,
Credit,,USD,Payable,,Aura Web Platform,Credits,,,,0,Aura Web,AURAWEB-PLATFORM-CREDITS,2025-12-18T16:40:00Z,"Aura Web promotional credit, published unit value",,2026-01-01T00:00:00Z,"{""IsGlobalScope"":true}",AURAWEB-GLOBAL-CREDITS-PROMOTIONAL,2025-12-18T16:40:00Z,0.010000,
