AvailabilityZone,BilledCost,BillingAccountId,BillingAccountName,BillingCurrency,BillingPeriodEnd,BillingPeriodStart,CapacityReservationId,CapacityReservationStatus,ChargeCategory,ChargeClass,ChargeDescription,ChargeFrequency,ChargePeriodEnd,ChargePeriodStart,CommitmentDiscountCategory,CommitmentDiscountId,CommitmentDiscountName,CommitmentDiscountQuantity,CommitmentDiscountStatus,CommitmentDiscountType,CommitmentDiscountUnit,ConsumedQuantity,ConsumedUnit,ContractedCost,ContractedUnitPrice,EffectiveCost,HostProviderName,InvoiceIssuerName,ListCost,ListUnitPrice,PricingCategory,PricingQuantity,PricingUnit,RegionId,RegionName,ResourceId,ResourceName,ResourceType,ServiceCategory,ServiceName,ServiceProviderName,ServiceSubcategory,SkuId,SkuMeter,SkuPriceDetails,SkuPriceId,SubAccountId,SubAccountName,Tags,ProviderName,PublisherName,PricingCurrency,SubAccountType,InvoiceId,AllocatedMethodDetails,AllocatedMethodId,AllocatedResourceId,AllocatedResourceName,AllocatedTags,ContractApplied,BillingAccountType,PricingCurrencyContractedUnitPrice,PricingCurrencyEffectiveCost,PricingCurrencyListUnitPrice
us-east-1a,0.00,ACCT-123456789012,Acme Corp Production Account,USD,2026-03-01T00:00:00Z,2026-02-01T00:00:00Z,,,Usage,,Aura Web Compute committed usage,Usage-Based,2026-02-01T10:00:00Z,2026-02-01T09:00:00Z,Spend,auraweb:flexspend::ACCT-123456789012:flexspendplan/fsp-abc123def456,Compute Flexible Spend Plan,52.85,Used,Flexible Spend Plan,USD,1.00,Hours,79.28,79.28,52.85,,Aura Web,79.28,79.28,Committed,1.00,Hours,us-east-1,US East (N. Virginia),auraweb:compute:us-east-1:ACCT-123456789012:instance/i-0abc00000009,instance-0009,AuraWeb::Compute::Instance,Compute,Aura Web Compute,,Compute Instances,AURAWEB-USEAST1-COMPUTE-USAGE,AURAWEB-USEAST1-COMPUTE-USAGE,,AURAWEB-USEAST1-COMPUTE-USAGE-COMMITTED,ACCT-987654321098,Development Team,,Aura Web,Aura Web,USD,,INV-AURAWEB-2026-001,,,,,,,,79.28,52.85,79.28
us-east-1a,0.00,ACCT-123456789012,Acme Corp Production Account,USD,2026-03-01T00:00:00Z,2026-02-01T00:00:00Z,,,Usage,,Aura Web Compute committed usage,Usage-Based,2026-02-01T11:00:00Z,2026-02-01T10:00:00Z,Spend,auraweb:flexspend::ACCT-123456789012:flexspendplan/fsp-abc123def456,Compute Flexible Spend Plan,52.85,Used,Flexible Spend Plan,USD,1.00,Hours,79.28,79.28,52.85,,Aura Web,79.28,79.28,Committed,1.00,Hours,us-east-1,US East (N. Virginia),auraweb:compute:us-east-1:ACCT-123456789012:instance/i-0abc0000000a,instance-0010,AuraWeb::Compute::Instance,Compute,Aura Web Compute,,Compute Instances,AURAWEB-USEAST1-COMPUTE-USAGE,AURAWEB-USEAST1-COMPUTE-USAGE,,AURAWEB-USEAST1-COMPUTE-USAGE-COMMITTED,ACCT-987654321098,Development Team,,Aura Web,Aura Web,USD,,INV-AURAWEB-2026-001,,,,,,,,79.28,52.85,79.28
us-east-1a,0.00,ACCT-123456789012,Acme Corp Production Account,USD,2026-03-01T00:00:00Z,2026-02-01T00:00:00Z,,,Usage,,Aura Web Compute committed usage,Usage-Based,2026-02-01T12:00:00Z,2026-02-01T11:00:00Z,Spend,auraweb:flexspend::ACCT-123456789012:flexspendplan/fsp-abc123def456,Compute Flexible Spend Plan,52.85,Used,Flexible Spend Plan,USD,1.00,Hours,79.28,79.28,52.85,,Aura Web,79.28,79.28,Committed,1.00,Hours,us-east-1,US East (N. Virginia),auraweb:compute:us-east-1:ACCT-123456789012:instance/i-0abc0000000b,instance-0011,AuraWeb::Compute::Instance,Compute,Aura Web Compute,,Compute Instances,AURAWEB-USEAST1-COMPUTE-USAGE,AURAWEB-USEAST1-COMPUTE-USAGE,,AURAWEB-USEAST1-COMPUTE-USAGE-COMMITTED,ACCT-987654321098,Development Team,,Aura Web,Aura Web,USD,,INV-AURAWEB-2026-001,,,,,,,,79.28,52.85,79.28
us-east-1a,0.00,ACCT-123456789012,Acme Corp Production Account,USD,2026-03-01T00:00:00Z,2026-02-01T00:00:00Z,,,Usage,,Aura Web Compute committed usage,Usage-Based,2026-02-01T13:00:00Z,2026-02-01T12:00:00Z,Spend,auraweb:flexspend::ACCT-123456789012:flexspendplan/fsp-abc123def456,Compute Flexible Spend Plan,52.85,Used,Flexible Spend Plan,USD,1.00,Hours,79.28,79.28,52.85,,Aura Web,79.28,79.28,Committed,1.00,Hours,us-east-1,US East (N. Virginia),auraweb:compute:us-east-1:ACCT-123456789012:instance/i-0abc0000000c,instance-0012,AuraWeb::Compute::Instance,Compute,Aura Web Compute,,Compute Instances,AURAWEB-USEAST1-COMPUTE-USAGE,AURAWEB-USEAST1-COMPUTE-USAGE,,AURAWEB-USEAST1-COMPUTE-USAGE-COMMITTED,ACCT-987654321098,Development Team,,Aura Web,Aura Web,USD,,INV-AURAWEB-2026-001,,,,,,,,79.28,52.85,79.28
us-east-1a,0.00,ACCT-123456789012,Acme Corp Production Account,USD,2026-03-01T00:00:00Z,2026-02-01T00:00:00Z,,,Usage,,Aura Web Compute committed usage,Usage-Based,2026-02-01T14:00:00Z,2026-02-01T13:00:00Z,Spend,auraweb:flexspend::ACCT-123456789012:flexspendplan/fsp-abc123def456,Compute Flexible Spend Plan,52.85,Used,Flexible Spend Plan,USD,1.00,Hours,79.28,79.28,52.85,,Aura Web,79.28,79.28,Committed,1.00,Hours,us-east-1,US East (N. Virginia),auraweb:compute:us-east-1:ACCT-123456789012:instance/i-0abc0000000d,instance-0013,AuraWeb::Compute::Instance,Compute,Aura Web Compute,,Compute Instances,AURAWEB-USEAST1-COMPUTE-USAGE,AURAWEB-USEAST1-COMPUTE-USAGE,,AURAWEB-USEAST1-COMPUTE-USAGE-COMMITTED,ACCT-987654321098,Development Team,,Aura Web,Aura Web,USD,,INV-AURAWEB-2026-001,,,,,,,,79.28,52.85,79.28
us-east-1a,0.00,ACCT-123456789012,Acme Corp Production Account,USD,2026-03-01T00:00:00Z,2026-02-01T00:00:00Z,,,Usage,,Aura Web Compute committed usage,Usage-Based,2026-02-01T15:00:00Z,2026-02-01T14:00:00Z,Spend,auraweb:flexspend::ACCT-123456789012:flexspendplan/fsp-abc123def456,Compute Flexible Spend Plan,52.85,Used,Flexible Spend Plan,USD,1.00,Hours,79.28,79.28,52.85,,Aura Web,79.28,79.28,Committed,1.00,Hours,us-east-1,US East (N. Virginia),auraweb:compute:us-east-1:ACCT-123456789012:instance/i-0abc0000000e,instance-0014,AuraWeb::Compute::Instance,Compute,Aura Web Compute,,Compute Instances,AURAWEB-USEAST1-COMPUTE-USAGE,AURAWEB-USEAST1-COMPUTE-USAGE,,AURAWEB-USEAST1-COMPUTE-USAGE-COMMITTED,ACCT-987654321098,Development Team,,Aura Web,Aura Web,USD,,INV-AURAWEB-2026-001,,,,,,,,79.28,52.85,79.28
us-east-1a,0.00,ACCT-123456789012,Acme Corp Production Account,USD,2026-03-01T00:00:00Z,2026-02-01T00:00:00Z,,,Usage,,Aura Web Compute committed usage,Usage-Based,2026-02-01T16:00:00Z,2026-02-01T15:00:00Z,Spend,auraweb:flexspend::ACCT-123456789012:flexspendplan/fsp-abc123def456,Compute Flexible Spend Plan,52.85,Used,Flexible Spend Plan,USD,1.00,Hours,79.28,79.28,52.85,,Aura Web,79.28,79.28,Committed,1.00,Hours,us-east-1,US East (N. Virginia),auraweb:compute:us-east-1:ACCT-123456789012:instance/i-0abc0000000f,instance-0015,AuraWeb::Compute::Instance,Compute,Aura Web Compute,,Compute Instances,AURAWEB-USEAST1-COMPUTE-USAGE,AURAWEB-USEAST1-COMPUTE-USAGE,,AURAWEB-USEAST1-COMPUTE-USAGE-COMMITTED,ACCT-987654321098,Development Team,,Aura Web,Aura Web,USD,,INV-AURAWEB-2026-001,,,,,,,,79.28,52.85,79.28
us-east-1a,0.00,ACCT-123456789012,Acme Corp Production Account,USD,2026-03-01T00:00:00Z,2026-02-01T00:00:00Z,,,Usage,,Aura Web Compute committed usage,Usage-Based,2026-02-01T17:00:00Z,2026-02-01T16:00:00Z,Spend,auraweb:flexspend::ACCT-123456789012:flexspendplan/fsp-abc123def456,Compute Flexible Spend Plan,52.85,Used,Flexible Spend Plan,USD,1.00,Hours,79.28,79.28,52.85,,Aura Web,79.28,79.28,Committed,1.00,Hours,us-east-1,US East (N. Virginia),auraweb:compute:us-east-1:ACCT-123456789012:instance/i-0abc00000010,instance-0016,AuraWeb::Compute::Instance,Compute,Aura Web Compute,,Compute Instances,AURAWEB-USEAST1-COMPUTE-USAGE,AURAWEB-USEAST1-COMPUTE-USAGE,,AURAWEB-USEAST1-COMPUTE-USAGE-COMMITTED,ACCT-987654321098,Development Team,,Aura Web,Aura Web,USD,,INV-AURAWEB-2026-001,,,,,,,,79.28,52.85,79.28
us-east-1a,0.00,ACCT-123456789012,Acme Corp Production Account,USD,2026-03-01T00:00:00Z,2026-02-01T00:00:00Z,,,Usage,,Aura Web Compute committed usage,Usage-Based,2026-02-01T18:00:00Z,2026-02-01T17:00:00Z,Spend,auraweb:flexspend::ACCT-123456789012:flexspendplan/fsp-abc123def456,Compute Flexible Spend Plan,52.85,Used,Flexible Spend Plan,USD,1.00,Hours,79.28,79.28,52.85,,Aura Web,79.28,79.28,Committed,1.00,Hours,us-east-1,US East (N. Virginia),auraweb:compute:us-east-1:ACCT-123456789012:instance/i-0abc00000011,instance-0017,AuraWeb::Compute::Instance,Compute,Aura Web Compute,,Compute Instances,AURAWEB-USEAST1-COMPUTE-USAGE,AURAWEB-USEAST1-COMPUTE-USAGE,,AURAWEB-USEAST1-COMPUTE-USAGE-COMMITTED,ACCT-987654321098,Development Team,,Aura Web,Aura Web,USD,,INV-AURAWEB-2026-001,,,,,,,,79.28,52.85,79.28
us-east-1a,0.00,ACCT-123456789012,Acme Corp Production Account,USD,2026-03-01T00:00:00Z,2026-02-01T00:00:00Z,,,Usage,,Aura Web Compute committed usage,Usage-Based,2026-02-01T19:00:00Z,2026-02-01T18:00:00Z,Spend,auraweb:flexspend::ACCT-123456789012:flexspendplan/fsp-abc123def456,Compute Flexible Spend Plan,52.85,Used,Flexible Spend Plan,USD,1.00,Hours,79.28,79.28,52.85,,Aura Web,79.28,79.28,Committed,1.00,Hours,us-east-1,US East (N. Virginia),auraweb:compute:us-east-1:ACCT-123456789012:instance/i-0abc00000012,instance-0018,AuraWeb::Compute::Instance,Compute,Aura Web Compute,,Compute Instances,AURAWEB-USEAST1-COMPUTE-USAGE,AURAWEB-USEAST1-COMPUTE-USAGE,,AURAWEB-USEAST1-COMPUTE-USAGE-COMMITTED,ACCT-987654321098,Development Team,,Aura Web,Aura Web,USD,,INV-AURAWEB-2026-001,,,,,,,,79.28,52.85,79.28
us-east-1a,0.00,ACCT-123456789012,Acme Corp Production Account,USD,2026-03-01T00:00:00Z,2026-02-01T00:00:00Z,,,Usage,,Aura Web Compute committed usage,Usage-Based,2026-02-01T20:00:00Z,2026-02-01T19:00:00Z,Spend,auraweb:flexspend::ACCT-123456789012:flexspendplan/fsp-abc123def456,Compute Flexible Spend Plan,52.85,Used,Flexible Spend Plan,USD,1.00,Hours,79.28,79.28,52.85,,Aura Web,79.28,79.28,Committed,1.00,Hours,us-east-1,US East (N. Virginia),auraweb:compute:us-east-1:ACCT-123456789012:instance/i-0abc00000013,instance-0019,AuraWeb::Compute::Instance,Compute,Aura Web Compute,,Compute Instances,AURAWEB-USEAST1-COMPUTE-USAGE,AURAWEB-USEAST1-COMPUTE-USAGE,,AURAWEB-USEAST1-COMPUTE-USAGE-COMMITTED,ACCT-987654321098,Development Team,,Aura Web,Aura Web,USD,,INV-AURAWEB-2026-001,,,,,,,,79.28,52.85,79.28
us-east-1a,0.00,ACCT-123456789012,Acme Corp Production Account,USD,2026-03-01T00:00:00Z,2026-02-01T00:00:00Z,,,Usage,,Aura Web Compute committed usage,Usage-Based,2026-02-01T21:00:00Z,2026-02-01T20:00:00Z,Spend,auraweb:flexspend::ACCT-123456789012:flexspendplan/fsp-abc123def456,Compute Flexible Spend Plan,52.85,Used,Flexible Spend Plan,USD,1.00,Hours,79.28,79.28,52.85,,Aura Web,79.28,79.28,Committed,1.00,Hours,us-east-1,US East (N. Virginia),auraweb:compute:us-east-1:ACCT-123456789012:instance/i-0abc00000014,instance-0020,AuraWeb::Compute::Instance,Compute,Aura Web Compute,,Compute Instances,AURAWEB-USEAST1-COMPUTE-USAGE,AURAWEB-USEAST1-COMPUTE-USAGE,,AURAWEB-USEAST1-COMPUTE-USAGE-COMMITTED,ACCT-987654321098,Development Team,,Aura Web,Aura Web,USD,,INV-AURAWEB-2026-001,,,,,,,,79.28,52.85,79.28
us-east-1a,0.00,ACCT-123456789012,Acme Corp Production Account,USD,2026-03-01T00:00:00Z,2026-02-01T00:00:00Z,,,Usage,,Aura Web Compute committed usage,Usage-Based,2026-02-01T22:00:00Z,2026-02-01T21:00:00Z,Spend,auraweb:flexspend::ACCT-123456789012:flexspendplan/fsp-abc123def456,Compute Flexible Spend Plan,52.85,Used,Flexible Spend Plan,USD,1.00,Hours,79.28,79.28,52.85,,Aura Web,79.28,79.28,Committed,1.00,Hours,us-east-1,US East (N. Virginia),auraweb:compute:us-east-1:ACCT-123456789012:instance/i-0abc00000015,instance-0021,AuraWeb::Compute::Instance,Compute,Aura Web Compute,,Compute Instances,AURAWEB-USEAST1-COMPUTE-USAGE,AURAWEB-USEAST1-COMPUTE-USAGE,,AURAWEB-USEAST1-COMPUTE-USAGE-COMMITTED,ACCT-987654321098,Development Team,,Aura Web,Aura Web,USD,,INV-AURAWEB-2026-001,,,,,,,,79.28,52.85,79.28
us-east-1a,0.00,ACCT-123456789012,Acme Corp Production Account,USD,2026-03-01T00:00:00Z,2026-02-01T00:00:00Z,,,Usage,,Aura Web Compute committed usage,Usage-Based,2026-02-01T23:00:00Z,2026-02-01T22:00:00Z,Spend,auraweb:flexspend::ACCT-123456789012:flexspendplan/fsp-abc123def456,Compute Flexible Spend Plan,52.85,Used,Flexible Spend Plan,USD,1.00,Hours,79.28,79.28,52.85,,Aura Web,79.28,79.28,Committed,1.00,Hours,us-east-1,US East (N. Virginia),auraweb:compute:us-east-1:ACCT-123456789012:instance/i-0abc00000016,instance-0022,AuraWeb::Compute::Instance,Compute,Aura Web Compute,,Compute Instances,AURAWEB-USEAST1-COMPUTE-USAGE,AURAWEB-USEAST1-COMPUTE-USAGE,,AURAWEB-USEAST1-COMPUTE-USAGE-COMMITTED,ACCT-987654321098,Development Team,,Aura Web,Aura Web,USD,,INV-AURAWEB-2026-001,,,,,,,,79.28,52.85,79.28
us-east-1a,0.00,ACCT-123456789012,Acme Corp Production Account,USD,2026-03-01T00:00:00Z,2026-02-01T00:00:00Z,,,Usage,,Aura Web Compute committed usage,Usage-Based,2026-02-02T00:00:00Z,2026-02-01T23:00:00Z,Spend,auraweb:flexspend::ACCT-123456789012:flexspendplan/fsp-abc123def456,Compute Flexible Spend Plan,52.85,Used,Flexible Spend Plan,USD,1.00,Hours,79.28,79.28,52.85,,Aura Web,79.28,79.28,Committed,1.00,Hours,us-east-1,US East (N. Virginia),auraweb:compute:us-east-1:ACCT-123456789012:instance/i-0abc00000017,instance-0023,AuraWeb::Compute::Instance,Compute,Aura Web Compute,,Compute Instances,AURAWEB-USEAST1-COMPUTE-USAGE,AURAWEB-USEAST1-COMPUTE-USAGE,,AURAWEB-USEAST1-COMPUTE-USAGE-COMMITTED,ACCT-987654321098,Development Team,,Aura Web,Aura Web,USD,,INV-AURAWEB-2026-001,,,,,,,,79.28,52.85,79.28
